case_id,title,source_name,source_type,source_url,source_locator,public_status,license_or_reuse_note,app_family,vuln_class_raw,vuln_class_norm,attack_surface_keywords,endpoint_pattern,endpoint_pattern_status,seed_params,seed_params_status,expected_evidence,emulation_grade,automation_grade,north_star_section,statefulness,difficulty,difficulty_scale,description,hints,tags,normalization_confidence,extraction_notes,second_order_sink
portswigger-lab-multi-step-process-with-no-access-control-on-one-step,Lab: Multi-step process with no access control on one step,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/access-control/lab-multi-step-process-with-no-access-control-on-one-step,lab-multi-step-process-with-no-access-control-on-one-step,public,,portswigger-web-security-academy,Access control,access-control.privilege-escalation,['generic-web'],,heuristic,[],heuristic,resource or action is available without intended authorization checks,stateful,signature_plus_state,access-control,,,,Role change workflow lacks authorization on one step.,[],"['Access control', 'portswigger', 'official-lab']",,,
portswigger-lab-insecure-direct-object-references,Lab: Insecure direct object references,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/access-control/lab-insecure-direct-object-references,lab-insecure-direct-object-references,public,,portswigger-web-security-academy,Access control,access-control.idor,['file'],,heuristic,[],heuristic,resource identifiers can be manipulated to access another user's data,stateful,signature_plus_state,access-control,,,,Static chat-log paths expose another user's data and credentials.,[],"['Access control', 'portswigger', 'official-lab']",,,
portswigger-lab-unprotected-admin-functionality-with-unpredictable-url,Lab: Unprotected admin functionality with unpredictable URL,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/access-control/lab-unprotected-admin-functionality-with-unpredictable-url,lab-unprotected-admin-functionality-with-unpredictable-url,public,,portswigger-web-security-academy,Access control,access-control.privilege-escalation,['admin'],"['/admin\\\\b', '/admin/delete\\\\b']",heuristic,"['url', 'stockApi', 'endpoint', 'next']",heuristic,resource or action is available without intended authorization checks,stateful,signature_plus_state,access-control,,,,Admin panel is unprotected and merely hidden by an obscure path.,[],"['Access control', 'portswigger', 'official-lab']",,,
portswigger-lab-2fa-simple-bypass,Lab: 2FA simple bypass,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/authentication/multi-factor/lab-2fa-simple-bypass,lab-2fa-simple-bypass,public,,portswigger-web-security-academy,Authentication,auth.bypass-or-account-takeover,"['login', 'file']","['/login\\\\b', '/my-account\\\\b']",heuristic,"['username', 'email', 'password', 'mfa-code']",heuristic,authentication or MFA workflow can be bypassed or abused,workflow,signature_plus_state,auth,,,,Two-factor authentication can be bypassed after the first login step.,[],"['Authentication', 'portswigger', 'official-lab']",,,
portswigger-lab-username-enumeration-via-different-responses,Lab: Username enumeration via different responses,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/authentication/password-based/lab-username-enumeration-via-different-responses,lab-username-enumeration-via-different-responses,public,,portswigger-web-security-academy,Authentication,auth.bruteforce-or-enumeration,"['login', 'file']","['/login\\\\b', '/my-account\\\\b']",heuristic,"['username', 'email', 'password', 'mfa-code']",heuristic,authentication flow leaks enough signal to enumerate users or brute-force access,workflow,signature_plus_state,auth,,,,Login flow leaks different signals for valid users and supports brute force.,[],"['Authentication', 'portswigger', 'official-lab']",,,
portswigger-lab-password-reset-broken-logic,Lab: Password reset broken logic,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/authentication/other-mechanisms/lab-password-reset-broken-logic,lab-password-reset-broken-logic,public,,portswigger-web-security-academy,Authentication,auth.password-reset,"['login', 'file']","['/login\\\\b', '/my-account\\\\b', '/forgot-password\\\\b', '/reset-password\\\\b']",heuristic,"['username', 'email', 'password', 'mfa-code', 'token', 'newPassword']",heuristic,password reset flow can be abused to take over an account,workflow,signature_plus_state,auth,,,,Password reset logic can be abused to reset another user's password.,[],"['Authentication', 'portswigger', 'official-lab']",,,
portswigger-lab-2fa-broken-logic,Lab: 2FA broken logic,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/authentication/multi-factor/lab-2fa-broken-logic,lab-2fa-broken-logic,public,,portswigger-web-security-academy,Authentication,auth.bypass-or-account-takeover,"['login', 'file']","['/login\\\\b', '/my-account\\\\b']",heuristic,"['username', 'email', 'password', 'mfa-code']",heuristic,authentication or MFA workflow can be bypassed or abused,workflow,signature_plus_state,auth,,,,Two-factor flow uses flawed logic that enables access to another user's account.,[],"['Authentication', 'portswigger', 'official-lab']",,,
portswigger-lab-brute-forcing-a-stay-logged-in-cookie,Lab: Brute-forcing a stay-logged-in cookie,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/authentication/other-mechanisms/lab-brute-forcing-a-stay-logged-in-cookie,lab-brute-forcing-a-stay-logged-in-cookie,public,,portswigger-web-security-academy,Authentication,auth.bruteforce-or-enumeration,"['login', 'file']","['/login\\\\b', '/my-account\\\\b']",heuristic,"['username', 'email', 'password', 'mfa-code']",heuristic,authentication flow leaks enough signal to enumerate users or brute-force access,workflow,signature_plus_state,auth,,,,Persistent-login cookie can be brute-forced to recover another user's session.,[],"['Authentication', 'portswigger', 'official-lab']",,,
portswigger-lab-file-path-traversal-traversal-sequences-blocked-with-absolute-path-bypass,"Lab: File path traversal, traversal sequences blocked with absolute path bypass",PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/file-path-traversal/lab-absolute-path-bypass,lab-absolute-path-bypass,public,,portswigger-web-security-academy,Path traversal,path-traversal,['file'],"['/image\\\\b', '/product\\\\?filename=']",heuristic,"['path', 'file', 'filename']",heuristic,user-controlled path reaches unintended filesystem locations,replayable,signature,file-access,,,,Image retrieval feature is vulnerable to path traversal despite sequence blocking.,[],"['Path traversal', 'portswigger', 'official-lab']",,,
portswigger-lab-file-path-traversal-simple-case,"Lab: File path traversal, simple case",PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/file-path-traversal/lab-simple,lab-simple,public,,portswigger-web-security-academy,Path traversal,path-traversal,['file'],"['/image\\\\b', '/product\\\\?filename=']",heuristic,"['path', 'file', 'filename']",heuristic,user-controlled path reaches unintended filesystem locations,replayable,signature,file-access,,,,Image retrieval feature directly exposes a simple path traversal flaw.,[],"['Path traversal', 'portswigger', 'official-lab']",,,
portswigger-lab-file-path-traversal-traversal-sequences-stripped-non-recursively,"Lab: File path traversal, traversal sequences stripped non-recursively",PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/file-path-traversal/lab-sequences-stripped-non-recursively,lab-sequences-stripped-non-recursively,public,,portswigger-web-security-academy,Path traversal,path-traversal,['file'],"['/image\\\\b', '/product\\\\?filename=']",heuristic,"['path', 'file', 'filename']",heuristic,user-controlled path reaches unintended filesystem locations,replayable,signature,file-access,,,,Traversal filter strips sequences non-recursively and remains bypassable.,[],"['Path traversal', 'portswigger', 'official-lab']",,,
portswigger-lab-file-path-traversal-traversal-sequences-stripped-with-superfluous-url-decode,"Lab: File path traversal, traversal sequences stripped with superfluous URL-decode",PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/file-path-traversal/lab-superfluous-url-decode,lab-superfluous-url-decode,public,,portswigger-web-security-academy,Path traversal,path-traversal,['file'],"['/image\\\\b', '/product\\\\?filename=']",heuristic,"['path', 'file', 'filename', 'url', 'stockApi', 'endpoint', 'next']",heuristic,user-controlled path reaches unintended filesystem locations,replayable,signature,file-access,,,,"Traversal filter runs before a second URL decode, enabling bypass.",[],"['Path traversal', 'portswigger', 'official-lab']",,,
portswigger-lab-file-path-traversal-validation-of-start-of-path,"Lab: File path traversal, validation of start of path",PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/file-path-traversal/lab-validate-start-of-path,lab-validate-start-of-path,public,,portswigger-web-security-academy,Path traversal,path-traversal,['file'],"['/image\\\\b', '/product\\\\?filename=']",heuristic,"['path', 'file', 'filename']",heuristic,user-controlled path reaches unintended filesystem locations,replayable,signature,file-access,,,,Application validates only the start of the supplied file path.,[],"['Path traversal', 'portswigger', 'official-lab']",,,
portswigger-lab-web-shell-upload-via-path-traversal,Lab: Web shell upload via path traversal,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/file-upload/lab-file-upload-web-shell-upload-via-path-traversal,lab-file-upload-web-shell-upload-via-path-traversal,public,,portswigger-web-security-academy,File upload,file-upload.rce-or-arbitrary-write,['file'],"['/upload\\\\b', '/my-account/avatar\\\\b', '/image\\\\b', '/product\\\\?filename=']",heuristic,"['path', 'file', 'filename', 'contentType']",heuristic,upload controls can be bypassed to store executable or attacker-controlled files,stateful,signature_plus_state,file-upload,,,,Image upload function can be abused with path traversal to deploy executable code.,[],"['File upload', 'portswigger', 'official-lab']",,,
portswigger-lab-remote-code-execution-via-web-shell-upload,Lab: Remote code execution via web shell upload,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/file-upload/lab-file-upload-remote-code-execution-via-web-shell-upload,lab-file-upload-remote-code-execution-via-web-shell-upload,public,,portswigger-web-security-academy,File upload,file-upload.rce-or-arbitrary-write,['file'],"['/upload\\\\b', '/my-account/avatar\\\\b']",heuristic,"['path', 'file', 'filename', 'contentType']",heuristic,upload controls can be bypassed to store executable or attacker-controlled files,stateful,signature_plus_state,file-upload,,,,Upload function stores executable server-side code without validation.,[],"['File upload', 'portswigger', 'official-lab']",,,
portswigger-lab-web-shell-upload-via-content-type-restriction-bypass,Lab: Web shell upload via Content-Type restriction bypass,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/file-upload/lab-file-upload-web-shell-upload-via-content-type-restriction-bypass,lab-file-upload-web-shell-upload-via-content-type-restriction-bypass,public,,portswigger-web-security-academy,File upload,file-upload.rce-or-arbitrary-write,['file'],"['/upload\\\\b', '/my-account/avatar\\\\b']",heuristic,"['path', 'file', 'filename', 'contentType']",heuristic,upload controls can be bypassed to store executable or attacker-controlled files,stateful,signature_plus_state,file-upload,,,,Upload validation trusts user-controlled Content-Type metadata.,[],"['File upload', 'portswigger', 'official-lab']",,,
portswigger-lab-remote-code-execution-via-polyglot-web-shell-upload,Lab: Remote code execution via polyglot web shell upload,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/file-upload/lab-file-upload-remote-code-execution-via-polyglot-web-shell-upload,lab-file-upload-remote-code-execution-via-polyglot-web-shell-upload,public,,portswigger-web-security-academy,File upload,file-upload.rce-or-arbitrary-write,['file'],"['/upload\\\\b', '/my-account/avatar\\\\b']",heuristic,"['path', 'file', 'filename', 'contentType']",heuristic,upload controls can be bypassed to store executable or attacker-controlled files,stateful,signature_plus_state,file-upload,,,,Server verifies file contents but accepts a polyglot payload that still executes.,[],"['File upload', 'portswigger', 'official-lab']",,,
portswigger-lab-web-shell-upload-via-race-condition,Lab: Web shell upload via race condition,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/file-upload/lab-file-upload-web-shell-upload-via-race-condition,lab-file-upload-web-shell-upload-via-race-condition,public,,portswigger-web-security-academy,File upload,file-upload.rce-or-arbitrary-write,['file'],"['/upload\\\\b', '/my-account/avatar\\\\b']",heuristic,"['path', 'file', 'filename', 'contentType']",heuristic,upload controls can be bypassed to store executable or attacker-controlled files,stateful,signature_plus_state,file-upload,,,,Upload processing includes a race that allows validation bypass.,[],"['File upload', 'portswigger', 'official-lab']",,,
portswigger-lab-web-shell-upload-via-extension-blacklist-bypass,Lab: Web shell upload via extension blacklist bypass,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/file-upload/lab-file-upload-web-shell-upload-via-extension-blacklist-bypass,lab-file-upload-web-shell-upload-via-extension-blacklist-bypass,public,,portswigger-web-security-academy,File upload,file-upload.rce-or-arbitrary-write,['file'],"['/upload\\\\b', '/my-account/avatar\\\\b']",heuristic,"['path', 'file', 'filename', 'contentType']",heuristic,upload controls can be bypassed to store executable or attacker-controlled files,stateful,signature_plus_state,file-upload,,,,Upload filter relies on an extension blacklist that can be bypassed.,[],"['File upload', 'portswigger', 'official-lab']",,,
portswigger-lab-jwt-authentication-bypass-via-weak-signing-key,Lab: JWT authentication bypass via weak signing key,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/jwt/lab-jwt-authentication-bypass-via-weak-signing-key,lab-jwt-authentication-bypass-via-weak-signing-key,public,,portswigger-web-security-academy,JWT,jwt.auth-bypass,"['login', 'admin', 'api']","['/admin\\\\b', '/admin/delete\\\\b', '/login\\\\b', '/my-account\\\\b']",heuristic,"['username', 'email', 'password', 'mfa-code', 'jwt', 'kid', 'jku', 'jwk', 'alg']",heuristic,JWT validation flaws allow token forgery or privilege escalation,workflow,signature_plus_state,jwt,,,,JWT secret is weak enough to brute-force and forge admin tokens.,[],"['JWT', 'portswigger', 'official-lab']",,,
portswigger-lab-jwt-authentication-bypass-via-kid-header-path-traversal,Lab: JWT authentication bypass via kid header path traversal,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/jwt/lab-jwt-authentication-bypass-via-kid-header-path-traversal,lab-jwt-authentication-bypass-via-kid-header-path-traversal,public,,portswigger-web-security-academy,JWT,jwt.auth-bypass,"['login', 'api', 'file', 'headers']","['/login\\\\b', '/my-account\\\\b', '/image\\\\b', '/product\\\\?filename=']",heuristic,"['username', 'email', 'password', 'mfa-code', 'path', 'file', 'filename', 'jwt', 'kid', 'jku']",heuristic,JWT validation flaws allow token forgery or privilege escalation,workflow,signature_plus_state,jwt,,,,"kid header is used to read keys from the filesystem, enabling path traversal abuse.",[],"['JWT', 'portswigger', 'official-lab']",,,
portswigger-lab-jwt-authentication-bypass-via-jwk-header-injection,Lab: JWT authentication bypass via jwk header injection,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/jwt/lab-jwt-authentication-bypass-via-jwk-header-injection,lab-jwt-authentication-bypass-via-jwk-header-injection,public,,portswigger-web-security-academy,JWT,jwt.auth-bypass,"['login', 'api', 'headers']","['/login\\\\b', '/my-account\\\\b']",heuristic,"['username', 'email', 'password', 'mfa-code', 'jwt', 'kid', 'jku', 'jwk', 'alg', 'Host']",heuristic,JWT validation flaws allow token forgery or privilege escalation,workflow,signature_plus_state,jwt,,,,Server trusts attacker-supplied JWK material in the token header.,[],"['JWT', 'portswigger', 'official-lab']",,,
portswigger-lab-jwt-authentication-bypass-via-unverified-signature,Lab: JWT authentication bypass via unverified signature,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/jwt/lab-jwt-authentication-bypass-via-unverified-signature,lab-jwt-authentication-bypass-via-unverified-signature,public,,portswigger-web-security-academy,JWT,jwt.auth-bypass,"['login', 'api']","['/login\\\\b', '/my-account\\\\b']",heuristic,"['username', 'email', 'password', 'mfa-code', 'jwt', 'kid', 'jku', 'jwk', 'alg']",heuristic,JWT validation flaws allow token forgery or privilege escalation,workflow,signature_plus_state,jwt,,,,Application accepts JWTs without verifying the signature.,[],"['JWT', 'portswigger', 'official-lab']",,,
portswigger-lab-jwt-authentication-bypass-via-jku-header-injection,Lab: JWT authentication bypass via jku header injection,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/jwt/lab-jwt-authentication-bypass-via-jku-header-injection,lab-jwt-authentication-bypass-via-jku-header-injection,public,,portswigger-web-security-academy,JWT,jwt.auth-bypass,"['login', 'api', 'headers']","['/login\\\\b', '/my-account\\\\b']",heuristic,"['username', 'email', 'password', 'mfa-code', 'url', 'stockApi', 'endpoint', 'next', 'jwt', 'kid']",heuristic,JWT validation flaws allow token forgery or privilege escalation,workflow,signature_plus_state,jwt,,,,Server trusts attacker-controlled JKU URL when fetching verification keys.,[],"['JWT', 'portswigger', 'official-lab']",,,
portswigger-lab-jwt-authentication-bypass-via-algorithm-confusion,Lab: JWT authentication bypass via algorithm confusion,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/jwt/algorithm-confusion/lab-jwt-authentication-bypass-via-algorithm-confusion,lab-jwt-authentication-bypass-via-algorithm-confusion,public,,portswigger-web-security-academy,JWT,jwt.auth-bypass,"['login', 'api']","['/login\\\\b', '/my-account\\\\b']",heuristic,"['username', 'email', 'password', 'mfa-code', 'jwt', 'kid', 'jku', 'jwk', 'alg']",heuristic,JWT validation flaws allow token forgery or privilege escalation,workflow,signature_plus_state,jwt,,,,JWT validation can be broken via algorithm confusion using the public key as an HMAC secret.,[],"['JWT', 'portswigger', 'official-lab']",,,
portswigger-lab-developing-a-custom-gadget-chain-for-java-deserialization,Lab: Developing a custom gadget chain for Java deserialization,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/deserialization/exploiting/lab-deserialization-developing-a-custom-gadget-chain-for-java-deserialization,lab-deserialization-developing-a-custom-gadget-chain-for-java-deserialization,public,,portswigger-web-security-academy,Insecure deserialization,insecure-deserialization,['generic-web'],,heuristic,[],heuristic,untrusted serialized data influences code execution or object state,workflow,ai_assisted,deserialization,,,,Serialization-based session mechanism is exploitable via a custom Java gadget chain.,[],"['Insecure deserialization', 'portswigger', 'official-lab']",,,
portswigger-lab-using-application-functionality-to-exploit-insecure-deserialization,Lab: Using application functionality to exploit insecure deserialization,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/deserialization/exploiting/lab-deserialization-using-application-functionality-to-exploit-insecure-deserialization,lab-deserialization-using-application-functionality-to-exploit-insecure-deserialization,public,,portswigger-web-security-academy,Insecure deserialization,insecure-deserialization,['file'],,heuristic,"['session', 'cookie', 'object']",heuristic,untrusted serialized data influences code execution or object state,workflow,ai_assisted,deserialization,,,,Serialized object in the session triggers a dangerous method in application logic.,[],"['Insecure deserialization', 'portswigger', 'official-lab']",,,
portswigger-lab-exploiting-php-deserialization-with-a-pre-built-gadget-chain,Lab: Exploiting PHP deserialization with a pre-built gadget chain,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/deserialization/exploiting/lab-deserialization-exploiting-php-deserialization-with-a-pre-built-gadget-chain,lab-deserialization-exploiting-php-deserialization-with-a-pre-built-gadget-chain,public,,portswigger-web-security-academy,Insecure deserialization,insecure-deserialization,['generic-web'],,heuristic,[],heuristic,untrusted serialized data influences code execution or object state,workflow,ai_assisted,deserialization,,,,Signed cookie-based PHP session is exploitable using existing gadget chains.,[],"['Insecure deserialization', 'portswigger', 'official-lab']",,,
portswigger-lab-exploiting-java-deserialization-with-apache-commons,Lab: Exploiting Java deserialization with Apache Commons,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/deserialization/exploiting/lab-deserialization-exploiting-java-deserialization-with-apache-commons,lab-deserialization-exploiting-java-deserialization-with-apache-commons,public,,portswigger-web-security-academy,Insecure deserialization,insecure-deserialization,['generic-web'],,heuristic,"['session', 'cookie', 'object']",heuristic,untrusted serialized data influences code execution or object state,workflow,ai_assisted,deserialization,,,,Serialized session and Apache Commons gadgets enable code execution.,[],"['Insecure deserialization', 'portswigger', 'official-lab']",,,
portswigger-lab-modifying-serialized-data-types,Lab: Modifying serialized data types,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/deserialization/exploiting/lab-deserialization-modifying-serialized-data-types,lab-deserialization-modifying-serialized-data-types,public,,portswigger-web-security-academy,Insecure deserialization,insecure-deserialization,['login'],"['/login\\\\b', '/my-account\\\\b']",heuristic,"['username', 'email', 'password', 'mfa-code', 'session', 'cookie', 'object']",heuristic,untrusted serialized data influences code execution or object state,workflow,ai_assisted,deserialization,,,,Serialized session data types can be changed to bypass authentication.,[],"['Insecure deserialization', 'portswigger', 'official-lab']",,,
portswigger-lab-exploiting-xxe-using-external-entities-to-retrieve-files,Lab: Exploiting XXE using external entities to retrieve files,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/xxe/lab-exploiting-xxe-to-retrieve-files,lab-exploiting-xxe-to-retrieve-files,public,,portswigger-web-security-academy,XXE,xxe,['file'],"['/product/stock\\\\b', '/check-stock\\\\b']",heuristic,"['path', 'file', 'filename', 'xml', 'url']",heuristic,XML parser resolves attacker-controlled entities or XInclude directives,replayable,signature,xxe,,,,Stock-check XML parser resolves external entities and returns file contents.,[],"['XXE', 'portswigger', 'official-lab']",,,
portswigger-lab-exploiting-blind-xxe-to-retrieve-data-via-error-messages,Lab: Exploiting blind XXE to retrieve data via error messages,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/xxe/blind/lab-xxe-with-data-retrieval-via-error-messages,lab-xxe-with-data-retrieval-via-error-messages,public,,portswigger-web-security-academy,XXE,xxe,['file'],"['/product/stock\\\\b', '/check-stock\\\\b']",heuristic,"['path', 'file', 'filename', 'xml', 'url']",heuristic,XML parser resolves attacker-controlled entities or XInclude directives,replayable,signature,xxe,,,,Blind XXE can be converted into visible file disclosure through crafted parser errors.,[],"['XXE', 'portswigger', 'official-lab']",,,
portswigger-lab-exploiting-xxe-via-image-file-upload,Lab: Exploiting XXE via image file upload,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/xxe/lab-xxe-via-file-upload,lab-xxe-via-file-upload,public,,portswigger-web-security-academy,XXE,xxe,['file'],"['/upload\\\\b', '/my-account/avatar\\\\b', '/image\\\\b', '/product\\\\?filename=', '/product/stock\\\\b', '/check-stock\\\\b']",heuristic,"['path', 'file', 'filename', 'contentType', 'xml', 'url']",heuristic,XML parser resolves attacker-controlled entities or XInclude directives,replayable,signature,xxe,,,,Avatar upload processes SVG/XML and enables XXE-based file disclosure.,[],"['XXE', 'portswigger', 'official-lab']",,,
portswigger-lab-exploiting-xinclude-to-retrieve-files,Lab: Exploiting XInclude to retrieve files,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/xxe/lab-xinclude-attack,lab-xinclude-attack,public,,portswigger-web-security-academy,XXE,xxe,['file'],"['/product/stock\\\\b', '/check-stock\\\\b']",heuristic,"['path', 'file', 'filename', 'xml', 'url']",heuristic,XML parser resolves attacker-controlled entities or XInclude directives,replayable,signature,xxe,,,,"User input is embedded inside server-side XML, enabling XInclude-based file disclosure.",[],"['XXE', 'portswigger', 'official-lab']",,,
portswigger-lab-exploiting-http-request-smuggling-to-capture-other-users-requests,Lab: Exploiting HTTP request smuggling to capture other users' requests,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/request-smuggling/exploiting/lab-capture-other-users-requests,lab-capture-other-users-requests,public,,portswigger-web-security-academy,HTTP request smuggling,http-request-smuggling,['headers'],"['/\\\\b', '/admin\\\\b']",heuristic,"['Transfer-Encoding', 'Content-Length']",heuristic,"front-end and back-end parse requests inconsistently, enabling request desynchronization",workflow,ai_assisted,http-desync,,,,Request desynchronization can capture another user's request and cookies.,[],"['HTTP request smuggling', 'portswigger', 'official-lab']",,,
portswigger-lab-http-request-smuggling-basic-te-cl-vulnerability,"Lab: HTTP request smuggling, basic TE.CL vulnerability",PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/request-smuggling/lab-basic-te-cl,lab-basic-te-cl,public,,portswigger-web-security-academy,HTTP request smuggling,http-request-smuggling,['headers'],"['/\\\\b', '/admin\\\\b']",heuristic,"['Transfer-Encoding', 'Content-Length']",heuristic,"front-end and back-end parse requests inconsistently, enabling request desynchronization",workflow,ai_assisted,http-desync,,,,Front-end and back-end disagree on Transfer-Encoding versus Content-Length.,[],"['HTTP request smuggling', 'portswigger', 'official-lab']",,,
portswigger-lab-http-request-smuggling-basic-cl-te-vulnerability,"Lab: HTTP request smuggling, basic CL.TE vulnerability",PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/request-smuggling/lab-basic-cl-te,lab-basic-cl-te,public,,portswigger-web-security-academy,HTTP request smuggling,http-request-smuggling,['headers'],"['/\\\\b', '/admin\\\\b']",heuristic,"['Transfer-Encoding', 'Content-Length']",heuristic,"front-end and back-end parse requests inconsistently, enabling request desynchronization",workflow,ai_assisted,http-desync,,,,Front-end and back-end disagree on Content-Length versus Transfer-Encoding.,[],"['HTTP request smuggling', 'portswigger', 'official-lab']",,,
portswigger-lab-cl-0-request-smuggling,Lab: CL.0 request smuggling,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/request-smuggling/browser/cl-0/lab-cl-0-request-smuggling,lab-cl-0-request-smuggling,public,,portswigger-web-security-academy,HTTP request smuggling,http-request-smuggling,"['api', 'client', 'headers']","['/\\\\b', '/admin\\\\b']",heuristic,"['Transfer-Encoding', 'Content-Length']",heuristic,"front-end and back-end parse requests inconsistently, enabling request desynchronization",workflow,ai_assisted,http-desync,,,,"Back-end ignores Content-Length on some endpoints, enabling CL.0 desync.",[],"['HTTP request smuggling', 'portswigger', 'official-lab']",,,
portswigger-lab-web-cache-poisoning-with-multiple-headers,Lab: Web cache poisoning with multiple headers,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/web-cache-poisoning/exploiting-design-flaws/lab-web-cache-poisoning-with-multiple-headers,lab-web-cache-poisoning-with-multiple-headers,public,,portswigger-web-security-academy,Web cache poisoning,web-cache-poisoning,['headers'],"['/\\\\b', '/\\\\?cb=']",heuristic,"['Host', 'X-Forwarded-Host', 'X-Forwarded-Scheme']",heuristic,cache key flaws allow attacker-controlled content to be served to other users,workflow,ai_assisted,cache,,,,Cache poisoning requires coordinating multiple forwarding headers.,[],"['Web cache poisoning', 'portswigger', 'official-lab']",,,
portswigger-lab-internal-cache-poisoning,Lab: Internal cache poisoning,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/web-cache-poisoning/exploiting-implementation-flaws/lab-web-cache-poisoning-internal,lab-web-cache-poisoning-internal,public,,portswigger-web-security-academy,Web cache poisoning,web-cache-poisoning,"['client', 'headers']","['/\\\\b', '/\\\\?cb=']",heuristic,"['Host', 'X-Forwarded-Host', 'X-Forwarded-Scheme']",heuristic,cache key flaws allow attacker-controlled content to be served to other users,workflow,ai_assisted,cache,,,,Internal caching layer can be poisoned to execute JavaScript in a victim browser.,[],"['Web cache poisoning', 'portswigger', 'official-lab']",,,
portswigger-lab-web-cache-poisoning-with-an-unkeyed-cookie,Lab: Web cache poisoning with an unkeyed cookie,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/web-cache-poisoning/exploiting-design-flaws/lab-web-cache-poisoning-with-an-unkeyed-cookie,lab-web-cache-poisoning-with-an-unkeyed-cookie,public,,portswigger-web-security-academy,Web cache poisoning,web-cache-poisoning,['headers'],"['/\\\\b', '/\\\\?cb=']",heuristic,"['Host', 'X-Forwarded-Host', 'X-Forwarded-Scheme']",heuristic,cache key flaws allow attacker-controlled content to be served to other users,workflow,ai_assisted,cache,,,,Cache key ignores cookies that influence the response.,[],"['Web cache poisoning', 'portswigger', 'official-lab']",,,
portswigger-lab-web-cache-poisoning-with-an-unkeyed-header,Lab: Web cache poisoning with an unkeyed header,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/web-cache-poisoning/exploiting-design-flaws/lab-web-cache-poisoning-with-an-unkeyed-header,lab-web-cache-poisoning-with-an-unkeyed-header,public,,portswigger-web-security-academy,Web cache poisoning,web-cache-poisoning,['headers'],"['/\\\\b', '/\\\\?cb=']",heuristic,"['Host', 'X-Forwarded-Host', 'X-Forwarded-Scheme']",heuristic,cache key flaws allow attacker-controlled content to be served to other users,workflow,ai_assisted,cache,,,,Cache key ignores an attacker-controlled header that influences the response.,[],"['Web cache poisoning', 'portswigger', 'official-lab']",,,
portswigger-lab-information-disclosure-in-version-control-history,Lab: Information disclosure in version control history,PortSwigger Web Security Academy,public_lab,https://portswigger.net/web-security/information-disclosure/exploiting/lab-infoleak-in-version-control-history,lab-infoleak-in-version-control-history,public,,portswigger-web-security-academy,Information disclosure,info-disclosure,['generic-web'],,heuristic,[],heuristic,"sensitive implementation details, credentials, or source artifacts are exposed",replayable,signature,exposure,,,,Sensitive credentials can be recovered from exposed version-control history.,[],"['Information disclosure', 'portswigger', 'official-lab']",,,
